chosen,id,alt,display,feature,price,chid,,,,,,
0,57,1,0,0,2.9999999,529,,,,,,
0,57,2,0,0,3.4000002,529,,,,,,
0,57,3,0,0,2.8000001,529,,,,,,
0,57,0,0,0,5.0000001,530,,,,,,
1,57,1,0,0,2.1,530,,,,,,
0,57,2,0,0,3.4000002,530,,,,,,
0,57,3,0,0,2.8000001,530,,,,,,
0,57,0,0,0,5.0000001,531,,,,,,
0,57,1,0,0,3.4000002,531,,,,,,
0,57,2,0,0,3.4000002,531,,,,,,
1,57,3,0,0,3.0999999,531,,,,,,
0,57,0,0,0,5.0000001,532,,,,,,
0,57,1,0,0,3.4000002,532,,,,,,
0,57,2,0,0,3.4000002,532,,,,,,
1,57,3,0,0,3.0999999,532,,,,,,
0,57,0,0,0,4.1999999,533,,,,,,
0,57,1,0,0,3.4000002,533,,,,,,
0,57,2,0,0,4.3000001,533,,,,,,
1,57,3,0,0,3.4000002,533,,,,,,
0,57,0,0,0,4.1999999,534,,,,,,
0,57,1,0,0,3.7,534,,,,,,
1,57,2,1,0,3.0999999,534,,,,,,
0,57,3,0,0,3.4000002,534,,,,,,
0,57,0,0,0,4.1999999,535,,,,,,
0,57,1,0,0,3.7,535,,,,,,
1,57,2,0,0,3.4000002,535,,,,,,
0,57,3,0,0,3.0999999,535,,,,,,
1,57,0,0,0,4.1999999,536,,,,,,
0,57,1,0,0,3.7,536,,,,,,
0,57,2,1,0,3.5,536,,,,,,
0,57,3,0,0,3.4000002,536,,,,,,
0,57,0,0,0,4.4,537,,,,,,
0,57,1,0,0,3.7,537,,,,,,
0,57,2,0,0,4.3000001,537,,,,,,
1,57,3,0,0,2.8000001,537,,,,,,
0,57,0,0,0,4.4,538,,,,,,
0,57,1,0,0,3.7,538,,,,,,
1,57,2,0,0,4.3000001,538,,,,,,
0,57,3,0,0,3.4000002,538,,,,,,
0,58,0,0,0,4.6,539,,,,,,
1,58,1,0,0,3.4000002,539,,,,,,
0,58,2,0,0,4.8999999,539,,,,,,
0,58,3,0,0,3.0999999,539,,,,,,
0,58,0,0,0,4.6,540,,,,,,
0,58,1,0,0,3.7,540,,,,,,
1,58,2,0,0,5.2000001,540,,,,,,
0,58,3,0,0,3.7,540,,,,,,
1,58,0,0,0,5.0000001,541,,,,,,
0,58,1,0,0,2.9999999,541,,,,,,
0,58,2,0,0,3.4000002,541,,,,,,
0,58,3,0,0,2.8000001,541,,,,,,
0,58,0,0,0,4.8,542,,,,,,
0,58,1,0,0,2.7000001,542,,,,,,
1,58,2,0,1,3.7999999,542,,,,,,
0,58,3,0,0,3.5,542,,,,,,
0,58,0,0,0,4.8,543,,,,,,
0,58,1,0,0,2.7000001,543,,,,,,
1,58,2,0,0,4.1000001,543,,,,,,
0,58,3,0,0,3.5,543,,,,,,
1,58,0,0,0,4.1999999,544,,,,,,
0,58,1,0,0,3.4000002,544,,,,,,
0,58,2,0,0,4.3000001,544,,,,,,
0,58,3,0,0,3.0999999,544,,,,,,
1,58,0,1,0,4.1999999,545,,,,,,
0,58,1,0,0,3.0999999,545,,,,,,
0,58,2,0,0,3.4000002,545,,,,,,
0,58,3,0,0,2.8000001,545,,,,,,
1,58,0,0,0,4.4,546,,,,,,
0,58,1,0,0,3.7,546,,,,,,
0,58,2,0,0,3.9999999,546,,,,,,
0,58,3,0,0,3.4000002,546,,,,,,
1,58,0,0,0,4.4,547,,,,,,
0,58,1,0,0,3.7,547,,,,,,
0,58,2,1,0,4.1999999,547,,,,,,
0,58,3,0,0,3.4000002,547,,,,,,
0,59,0,0,0,4.6,548,,,,,,
0,59,1,0,0,3.5999998,548,,,,,,
1,59,2,0,0,5.0000001,548,,,,,,
0,59,3,0,0,2.8000001,548,,,,,,
0,59,0,0,0,4.6,549,,,,,,
0,59,1,0,0,3.4000002,549,,,,,,
1,59,2,0,0,4.5000002,549,,,,,,
0,59,3,0,0,3.5,549,,,,,,
0,59,0,0,0,4.6,550,,,,,,
0,59,1,0,0,3.4000002,550,,,,,,
1,59,2,0,0,5.2999999,550,,,,,,
0,59,3,0,0,2.8999999,550,,,,,,
1,59,0,0,0,3.5999998,551,,,,,,
0,59,1,0,0,2.9999999,551,,,,,,
0,59,2,0,0,4.1000001,551,,,,,,
0,59,3,0,0,3.5,551,,,,,,
1,59,0,0,0,5.0000001,552,,,,,,
0,59,1,0,0,2.9999999,552,,,,,,
0,59,2,0,0,4.6999998,552,,,,,,
0,59,3,0,0,2.9999999,552,,,,,,
1,59,0,0,0,5.0999999,553,,,,,,
0,59,1,0,0,3.0999999,553,,,,,,
0,59,2,0,0,4.1999999,553,,,,,,
0,59,3,0,0,3.7,553,,,,,,
0,59,0,0,0,5.2000001,554,,,,,,
0,59,1,0,1,3.5999998,554,,,,,,
1,59,2,0,0,4.6,554,,,,,,
0,59,3,0,0,3.7,554,,,,,,
0,59,0,0,1,4.8999999,555,,,,,,
0,59,1,0,0,3.5999998,555,,,,,,
1,59,2,1,0,4.3000001,555,,,,,,
0,59,3,0,0,3.7,555,,,,,,
0,60,0,0,0,4.6,556,,,,,,
1,60,1,0,1,3.0999999,556,,,,,,
0,60,2,0,0,4.5000002,556,,,,,,
0,60,3,0,0,3.5,556,,,,,,
0,60,0,0,0,3.7,557,,,,,,
0,60,1,0,0,2.9999999,557,,,,,,
0,60,2,0,0,3.5,557,,,,,,
1,60,3,0,0,2.8000001,557,,,,,,
0,60,0,0,0,3.7999999,558,,,,,,
1,60,1,0,1,3.4000002,558,,,,,,
0,60,2,0,0,4.3000001,558,,,,,,
0,60,3,0,0,3.0999999,558,,,,,,
0,60,0,0,0,4.8999999,559,,,,,,
1,60,1,0,0,2.9999999,559,,,,,,
0,60,2,0,1,4.1000001,559,,,,,,
0,60,3,0,0,3.5,559,,,,,,
0,60,0,0,0,4.8999999,560,,,,,,
1,60,1,0,0,2.9999999,560,,,,,,
0,60,2,1,1,3.9000001,560,,,,,,
0,60,3,0,0,3.9999999,560,,,,,,
0,60,0,0,0,3.9999999,561,,,,,,
0,60,1,0,0,3.2000002,561,,,,,,
1,60,2,0,0,4.1000001,561,,,,,,
0,60,3,0,0,3.9999999,561,,,,,,
0,60,0,0,0,4.8999999,562,,,,,,
0,60,1,0,0,3.5,562,,,,,,
1,60,2,0,0,4.3000001,562,,,,,,
0,60,3,0,0,4.1999999,562,,,,,,
0,61,0,0,0,4.6,563,,,,,,
1,61,1,0,0,3.7,563,,,,,,
0,61,2,0,0,4.1999999,563,,,,,,
0,61,3,0,0,3.4000002,563,,,,,,
0,61,0,0,0,4.6,564,,,,,,
1,61,1,0,0,3.4000002,564,,,,,,
0,61,2,0,0,4.8,564,,,,,,
0,61,3,0,0,3.0999999,564,,,,,,
0,61,0,0,0,4.6,565,,,,,,
0,61,1,0,1,3.0999999,565,,,,,,
1,61,2,0,0,4.5000002,565,,,,,,
0,61,3,1,0,3.5,565,,,,,,
0,61,0,0,0,4.1999999,566,,,,,,
1,61,1,0,0,3.4000002,566,,,,,,
0,61,2,0,0,4.3000001,566,,,,,,
0,61,3,0,0,3.0999999,566,,,,,,
0,61,0,0,0,4.8999999,567,,,,,,
0,61,1,0,0,2.9999999,567,,,,,,
1,61,2,1,1,4.1000001,567,,,,,,
0,61,3,0,0,3.5,567,,,,,,
0,61,0,0,0,4.1999999,568,,,,,,
1,61,1,0,0,3.4000002,568,,,,,,
0,61,2,0,0,4.3000001,568,,,,,,
0,61,3,0,0,3.0999999,568,,,,,,
0,61,0,0,0,4.1999999,569,,,,,,
0,61,1,0,0,3.7,569,,,,,,
1,61,2,0,0,4.3000001,569,,,,,,
0,61,3,0,0,3.4000002,569,,,,,,
0,61,0,0,0,4.1999999,570,,,,,,
0,61,1,0,0,3.7,570,,,,,,
1,61,2,1,0,3.5,570,,,,,,
0,61,3,0,0,3.4000002,570,,,,,,
0,62,0,0,0,4.6,571,,,,,,
1,62,1,0,0,3.7,571,,,,,,
0,62,2,0,0,5.0000001,571,,,,,,
0,62,3,0,0,3.9999999,571,,,,,,
0,62,0,0,0,4.6,572,,,,,,
1,62,1,0,0,2.8000001,572,,,,,,
0,62,2,0,0,5.2000001,572,,,,,,
0,62,3,0,0,3.4000002,572,,,,,,
0,62,0,0,0,4.6,573,,,,,,
1,62,1,1,0,3.0999999,573,,,,,,
0,62,2,0,0,5.2000001,573,,,,,,
0,62,3,0,0,3.7,573,,,,,,
0,62,0,0,0,5.0000001,574,,,,,,
1,62,1,1,0,2.8000001,574,,,,,,
0,62,2,0,0,4.6999998,574,,,,,,
0,62,3,0,0,2.9999999,574,,,,,,
0,62,0,0,0,4.1999999,575,,,,,,
1,62,1,0,0,3.4000002,575,,,,,,
0,62,2,0,0,4.4,575,,,,,,
0,62,3,0,0,2.9999999,575,,,,,,
0,62,0,0,0,3.7,576,,,,,,
1,62,1,1,0,2.3,576,,,,,,
0,62,2,0,0,4.3000001,576,,,,,,
0,62,3,0,0,3.2000002,576,,,,,,
1,62,0,0,0,4.1999999,577,,,,,,
0,62,1,0,0,3.4000002,577,,,,,,
0,62,2,0,0,4.3000001,577,,,,,,
0,62,3,0,0,3.0999999,577,,,,,,
0,62,0,0,0,5.2999999,578,,,,,,
1,62,1,1,0,3.0999999,578,,,,,,
0,62,2,0,0,4.1000001,578,,,,,,
0,62,3,0,0,3.2000002,578,,,,,,
0,62,0,0,0,5.0000001,579,,,,,,
0,62,1,0,0,3.7,579,,,,,,
1,62,2,1,0,3.9000001,579,,,,,,
0,62,3,0,0,3.7,579,,,,,,
0,62,0,0,0,4.6,580,,,,,,
1,62,1,0,0,2.2,580,,,,,,
0,62,2,0,0,4.1999999,580,,,,,,
0,62,3,0,0,3.3,580,,,,,,
0,62,0,0,0,5.2000001,581,,,,,,
1,62,1,1,0,3.7,581,,,,,,
0,62,2,0,0,5.2999999,581,,,,,,
0,62,3,0,0,3.7,581,,,,,,
0,63,0,0,0,4.6,582,,,,,,
1,63,1,0,0,2.2,582,,,,,,
0,63,2,0,0,5.0000001,582,,,,,,
0,63,3,0,0,3.4000002,582,,,,,,
0,63,0,0,0,5.0000001,583,,,,,,
1,63,1,0,0,2.9999999,583,,,,,,
0,63,2,0,0,3.4000002,583,,,,,,
0,63,3,0,0,2.8000001,583,,,,,,
0,63,0,0,0,5.0000001,584,,,,,,
0,63,1,0,0,3.4000002,584,,,,,,
0,63,2,0,0,3.4000002,584,,,,,,
1,63,3,0,0,2.8000001,584,,,,,,
0,63,0,1,0,4.3000001,585,,,,,,
0,63,1,0,0,3.0999999,585,,,,,,
0,63,2,0,0,3.4000002,585,,,,,,
1,63,3,0,0,2.8000001,585,,,,,,
0,63,0,0,0,4.5000002,586,,,,,,
0,63,1,0,0,3.7,586,,,,,,
1,63,2,1,0,3.7999999,586,,,,,,
0,63,3,0,0,3.4000002,586,,,,,,
0,63,0,0,0,4.5000002,587,,,,,,
0,63,1,0,0,3.7,587,,,,,,
0,63,2,0,0,3.9999999,587,,,,,,
1,63,3,0,0,3.4000002,587,,,,,,
0,63,0,0,0,4.5000002,588,,,,,,
0,63,1,0,0,3.7,588,,,,,,
0,63,2,0,0,4.3000001,588,,,,,,
1,63,3,0,0,2.8000001,588,,,,,,
0,64,0,0,0,4.6,589,,,,,,
1,64,1,0,0,3.2000002,589,,,,,,
0,64,2,0,0,5.2000001,589,,,,,,
0,64,3,0,0,3.4000002,589,,,,,,
0,64,0,0,0,4.6,590,,,,,,
1,64,1,0,0,2.2,590,,,,,,
0,64,2,0,0,5.0000001,590,,,,,,
0,64,3,0,0,3.0999999,590,,,,,,
0,64,0,0,0,4.6,591,,,,,,
1,64,1,0,0,1.7999999,591,,,,,,
0,64,2,0,0,5.2000001,591,,,,,,
0,64,3,0,0,3.4000002,591,,,,,,
0,64,0,0,0,4.6,592,,,,,,
1,64,1,0,0,3.0999999,592,,,,,,
0,64,2,0,0,5.2000001,592,,,,,,
0,64,3,0,0,3.7,592,,,,,,
0,64,0,0,0,4.6,593,,,,,,
1,64,1,0,0,2.8000001,593,,,,,,
0,64,2,0,0,5.2000001,593,,,,,,
0,64,3,0,0,3.7,593,,,,,,
0,64,0,0,0,4.6,594,,,,,,
1,64,1,0,1,3.0999999,594,,,,,,
0,64,2,0,1,4.5000002,594,,,,,,
0,64,3,0,0,3.4000002,594,,,,,,
0,64,0,0,0,5.0000001,595,,,,,,
1,64,1,0,0,2.2,595,,,,,,
0,64,2,0,0,4.6999998,595,,,,,,
0,64,3,0,0,2.9999999,595,,,,,,
0,64,0,0,0,5.0000001,596,,,,,,
1,64,1,0,0,3.0999999,596,,,,,,
0,64,2,0,0,3.4000002,596,,,,,,
0,64,3,0,0,2.8000001,596,,,,,,
0,64,0,0,0,5.2000001,597,,,,,,
1,64,1,0,0,3.0999999,597,,,,,,
0,64,2,0,0,3.5,597,,,,,,
0,64,3,0,0,2.8000001,597,,,,,,
0,64,0,1,0,4.3000001,598,,,,,,
1,64,1,0,0,3.0999999,598,,,,,,
0,64,2,0,0,3.4000002,598,,,,,,
0,64,3,0,0,2.8000001,598,,,,,,
1,64,0,0,0,3.9000001,599,,,,,,
0,64,1,0,0,3.9000001,599,,,,,,
0,64,2,0,0,4.3000001,599,,,,,,
0,64,3,0,1,3.7,599,,,,,,
0,64,0,0,0,4.5000002,600,,,,,,
1,64,1,1,0,3.0999999,600,,,,,,
0,64,2,0,0,4.3000001,600,,,,,,
0,64,3,0,0,3.4000002,600,,,,,,
0,64,0,0,0,5.0000001,601,,,,,,
1,64,1,0,0,3.4000002,601,,,,,,
0,64,2,0,0,5.0000001,601,,,,,,
0,64,3,0,0,3.4000002,601,,,,,,
1,64,0,0,0,4.1999999,602,,,,,,
0,64,1,0,0,3.7,602,,,,,,
0,64,2,1,0,3.5,602,,,,,,
0,64,3,0,0,3.4000002,602,,,,,,
0,64,0,0,0,4.5000002,603,,,,,,
1,64,1,0,0,2.1,603,,,,,,
0,64,2,0,0,4.3000001,603,,,,,,
0,64,3,0,0,3.4000002,603,,,,,,
1,64,0,1,0,4.1999999,604,,,,,,
0,64,1,0,0,3.5,604,,,,,,
0,64,2,0,0,4.8999999,604,,,,,,
0,64,3,0,0,4.1999999,604,,,,,,
0,64,0,0,0,4.5000002,605,,,,,,
1,64,1,0,0,2.2,605,,,,,,
0,64,2,0,0,4.1999999,605,,,,,,
0,64,3,0,0,3.4000002,605,,,,,,
0,64,0,0,0,4.6,606,,,,,,
1,64,1,0,0,3.4000002,606,,,,,,
0,64,2,0,0,5.0000001,606,,,,,,
0,64,3,0,0,4.1000001,606,,,,,,
0,65,0,0,0,4.1000001,607,,,,,,
1,65,1,0,0,2.9999999,607,,,,,,
0,65,2,0,0,4.1000001,607,,,,,,
0,65,3,0,0,3.5,607,,,,,,
0,65,0,0,0,3.7,608,,,,,,
1,65,1,1,0,3.0999999,608,,,,,,
0,65,2,0,0,4.3000001,608,,,,,,
0,65,3,0,0,3.2000002,608,,,,,,
0,65,0,0,0,4.6,609,,,,,,
1,65,1,0,1,1.2,609,,,,,,
0,65,2,0,0,4.1000001,609,,,,,,
0,65,3,0,0,3.5,609,,,,,,
0,65,0,0,0,4.1999999,610,,,,,,
0,65,1,0,0,3.7,610,,,,,,
1,65,2,0,0,3.5,610,,,,,,
0,65,3,0,0,2.8999999,610,,,,,,
0,65,0,0,0,5.0000001,611,,,,,,
1,65,1,0,1,1.5,611,,,,,,
0,65,2,0,0,4.6999998,611,,,,,,
0,65,3,0,0,3.5,611,,,,,,
0,65,0,0,0,4.4,612,,,,,,
1,65,1,0,0,3.7,612,,,,,,
0,65,2,0,0,4.3000001,612,,,,,,
0,65,3,0,0,3.4000002,612,,,,,,
1,65,0,1,0,4.1999999,613,,,,,,
0,65,1,0,0,3.5,613,,,,,,
0,65,2,0,0,4.8999999,613,,,,,,
0,65,3,0,0,4.1999999,613,,,,,,
0,65,0,0,0,4.4,614,,,,,,
1,65,1,0,0,3.7,614,,,,,,
0,65,2,0,0,4.3000001,614,,,,,,
0,65,3,0,0,2.8000001,614,,,,,,
0,66,0,0,0,4.6,615,,,,,,
1,66,1,0,0,3.4000002,615,,,,,,
0,66,2,0,0,5.6000002,615,,,,,,
0,66,3,0,0,4.6999998,615,,,,,,
0,66,0,0,0,4.6,616,,,,,,
1,66,1,0,0,3.0999999,616,,,,,,
0,66,2,0,0,4.1999999,616,,,,,,
0,66,3,0,0,3.5999998,616,,,,,,
0,66,0,0,0,4.4,617,,,,,,
1,66,1,1,0,2.7000001,617,,,,,,
0,66,2,0,0,2.8000001,617,,,,,,
0,66,3,0,1,3.5999998,617,,,,,,
0,66,0,0,0,5.0000001,618,,,,,,
1,66,1,0,0,3.4000002,618,,,,,,
0,66,2,0,0,3.4000002,618,,,,,,
0,66,3,0,0,3.0999999,618,,,,,,
0,66,0,0,0,4.8999999,619,,,,,,
0,66,1,0,0,2.7000001,619,,,,,,
0,66,2,0,0,4.1000001,619,,,,,,
1,66,3,0,0,3.5,619,,,,,,
0,66,0,0,1,4.6,620,,,,,,
1,66,1,0,0,2.7000001,620,,,,,,
0,66,2,0,0,4.1000001,620,,,,,,
0,66,3,0,0,3.5,620,,,,,,
0,66,0,0,0,4.6,621,,,,,,
1,66,1,1,0,3.0999999,621,,,,,,
0,66,2,0,0,4.1999999,621,,,,,,
0,66,3,0,0,3.5,621,,,,,,
0,67,0,0,0,4.6,622,,,,,,
0,67,1,0,0,3.4000002,622,,,,,,
0,67,2,0,0,5.0000001,622,,,,,,
1,67,3,0,0,2.8999999,622,,,,,,
0,67,0,0,0,4.6,623,,,,,,
0,67,1,0,0,3.4000002,623,,,,,,
0,67,2,0,0,4.8,623,,,,,,
1,67,3,0,0,3.0999999,623,,,,,,
0,67,0,0,0,5.0000001,624,,,,,,
0,67,1,0,0,2.9999999,624,,,,,,
0,67,2,1,0,4.1000001,624,,,,,,
1,67,3,0,0,1.7000001,624,,,,,,
0,67,0,0,0,5.0000001,625,,,,,,
0,67,1,0,0,3.4000002,625,,,,,,
0,67,2,0,0,4.5000002,625,,,,,,
1,67,3,1,0,2.8000001,625,,,,,,
0,67,0,0,0,5.0000001,626,,,,,,
0,67,1,0,0,3.7,626,,,,,,
0,67,2,0,0,5.0000001,626,,,,,,
1,67,3,0,0,2.1,626,,,,,,
0,68,0,0,0,4.6,627,,,,,,
0,68,1,0,0,3.0999999,627,,,,,,
1,68,2,0,0,5.0000001,627,,,,,,
0,68,3,0,1,3.5999998,627,,,,,,
0,68,0,0,0,4.1999999,628,,,,,,
0,68,1,0,0,3.4000002,628,,,,,,
1,68,2,0,0,4.3000001,628,,,,,,
0,68,3,0,0,3.0999999,628,,,,,,
1,68,0,0,1,4.6,629,,,,,,
0,68,1,0,0,2.7000001,629,,,,,,
0,68,2,0,0,4.1000001,629,,,,,,
0,68,3,0,0,3.5,629,,,,,,
1,68,0,0,0,5.0000001,630,,,,,,
0,68,1,0,0,3.0999999,630,,,,,,
0,68,2,0,1,4.1999999,630,,,,,,
0,68,3,0,0,3.5,630,,,,,,
0,68,0,0,0,5.0000001,631,,,,,,
0,68,1,0,0,3.0999999,631,,,,,,
1,68,2,0,1,4.1999999,631,,,,,,
0,68,3,0,0,3.5,631,,,,,,
0,68,0,0,0,4.4,632,,,,,,
1,68,1,0,0,2.1,632,,,,,,
0,68,2,0,0,4.5000002,632,,,,,,
0,68,3,0,0,3.4000002,632,,,,,,
0,69,0,0,0,4.6,633,,,,,,
0,69,1,0,0,3.7,633,,,,,,
0,69,2,0,0,5.2000001,633,,,,,,
1,69,3,0,0,3.4000002,633,,,,,,
0,69,0,0,0,4.6,634,,,,,,
0,69,1,0,0,3.7,634,,,,,,
0,69,2,0,0,4.6999998,634,,,,,,
1,69,3,0,0,3.4000002,634,,,,,,
0,69,0,0,0,5.0000001,635,,,,,,
0,69,1,0,0,2.9999999,635,,,,,,
0,69,2,0,0,4.1000001,635,,,,,,
1,69,3,0,0,2.9999999,635,,,,,,
0,69,0,0,0,5.0000001,636,,,,,,
0,69,1,0,0,3.4000002,636,,,,,,
1,69,2,0,0,3.9000001,636,,,,,,
0,69,3,0,0,3.0999999,636,,,,,,
0,69,0,0,0,5.0000001,637,,,,,,
0,69,1,0,0,3.4000002,637,,,,,,
0,69,2,0,0,4.6999998,637,,,,,,
1,69,3,0,0,3.0999999,637,,,,,,
0,69,0,0,0,5.0000001,638,,,,,,
0,69,1,0,0,3.4000002,638,,,,,,
0,69,2,0,0,5.0000001,638,,,,,,
1,69,3,0,0,3.4000002,638,,,,,,
0,69,0,0,0,5.0000001,639,,,,,,
0,69,1,0,0,3.7,639,,,,,,
0,69,2,0,0,5.0000001,639,,,,,,
1,69,3,0,0,2.5,639,,,,,,
0,69,0,0,0,5.2000001,640,,,,,,
0,69,1,0,0,3.2000002,640,,,,,,
0,69,2,0,0,5.2999999,640,,,,,,
1,69,3,0,0,3.7,640,,,,,,
0,70,0,0,0,4.6,641,,,,,,
0,70,1,0,0,3.0999999,641,,,,,,
1,70,2,0,0,1.7000001,641,,,,,,
0,70,3,0,1,3.5999998,641,,,,,,
0,70,0,0,0,4.6,642,,,,,,
0,70,1,0,0,3.0999999,642,,,,,,
1,70,2,0,0,1.7000001,642,,,,,,
0,70,3,0,1,3.5999998,642,,,,,,
0,70,0,0,0,4.6,643,,,,,,
0,70,1,0,0,3.0999999,643,,,,,,
1,70,2,0,0,1.7000001,643,,,,,,
0,70,3,0,1,3.5999998,643,,,,,,
0,70,0,0,0,5.0000001,644,,,,,,
1,70,1,0,1,1.2,644,,,,,,
0,70,2,0,0,4.1000001,644,,,,,,
0,70,3,0,0,3.5,644,,,,,,
0,70,0,0,0,5.0000001,645,,,,,,
1,70,1,0,1,1.2,645,,,,,,
0,70,2,0,0,4.1000001,645,,,,,,
0,70,3,0,0,3.5,645,,,,,,
0,70,0,0,0,4.6,646,,,,,,
1,70,1,0,1,1.2,646,,,,,,
0,70,2,0,0,4.1000001,646,,,,,,
0,70,3,0,0,3.5,646,,,,,,
0,70,0,0,0,4.5000002,647,,,,,,
0,70,1,0,0,3.7,647,,,,,,
0,70,2,0,0,4.3000001,647,,,,,,
1,70,3,0,0,3.4000002,647,,,,,,
0,70,0,0,0,5.0000001,648,,,,,,
0,70,1,0,0,3.7,648,,,,,,
0,70,2,0,0,5.0000001,648,,,,,,
1,70,3,0,0,2.5,648,,,,,,
0,70,0,0,0,5.0000001,649,,,,,,
1,70,1,0,1,1.5,649,,,,,,
0,70,2,0,0,4.6999998,649,,,,,,
0,70,3,0,0,3.5,649,,,,,,
0,70,0,0,0,5.0000001,650,,,,,,
1,70,1,0,0,1.5,650,,,,,,
0,70,2,0,0,4.6999998,650,,,,,,
0,70,3,0,0,3.5,650,,,,,,
0,70,0,0,0,4.4,651,,,,,,
1,70,1,0,0,2.1,651,,,,,,
0,70,2,0,0,4.3000001,651,,,,,,
0,70,3,0,0,3.4000002,651,,,,,,
0,70,0,0,0,4.8999999,652,,,,,,
0,70,1,0,0,3.5,652,,,,,,
1,70,2,0,0,1.7999999,652,,,,,,
0,70,3,0,0,4.1999999,652,,,,,,
0,70,0,0,0,4.8999999,653,,,,,,
0,70,1,0,0,3.5,653,,,,,,
1,70,2,0,0,1.7999999,653,,,,,,
0,70,3,0,0,4.1999999,653,,,,,,
0,71,0,0,0,4.6,654,,,,,,
1,71,1,0,0,2.8000001,654,,,,,,
0,71,2,0,0,5.2000001,654,,,,,,
0,71,3,0,0,3.5,654,,,,,,
0,71,0,0,0,4.6,655,,,,,,
1,71,1,0,0,2.5,655,,,,,,
0,71,2,0,0,5.0000001,655,,,,,,
0,71,3,0,0,3.9000001,655,,,,,,
0,71,0,0,0,5.0000001,656,,,,,,
1,71,1,0,0,1.2,656,,,,,,
0,71,2,0,0,4.6999998,656,,,,,,
0,71,3,0,0,2.9999999,656,,,,,,
0,71,0,0,0,3.7999999,657,,,,,,
1,71,1,0,1,2.8000001,657,,,,,,
0,71,2,0,0,4.3000001,657,,,,,,
0,71,3,0,0,3.0999999,657,,,,,,
0,71,0,0,0,4.1999999,658,,,,,,
1,71,1,0,1,2.8000001,658,,,,,,
0,71,2,0,0,4.3000001,658,,,,,,
0,71,3,0,0,3.0999999,658,,,,,,
0,71,0,0,0,5.0000001,659,,,,,,
0,71,1,0,0,3.4000002,659,,,,,,
1,71,2,1,0,4.6999998,659,,,,,,
0,71,3,0,0,3.0999999,659,,,,,,
0,71,0,0,0,4.1999999,660,,,,,,
0,71,1,0,0,3.7,660,,,,,,
1,71,2,1,0,3.0999999,660,,,,,,
0,71,3,0,0,3.4000002,660,,,,,,
0,71,0,0,0,5.0000001,661,,,,,,
1,71,1,0,0,3.0999999,661,,,,,,
0,71,2,0,0,4.6999998,661,,,,,,
0,71,3,0,0,3.0999999,661,,,,,,
0,71,0,0,0,4.1999999,662,,,,,,
0,71,1,0,0,3.7,662,,,,,,
1,71,2,0,0,3.5,662,,,,,,
0,71,3,0,0,3.4000002,662,,,,,,
0,71,0,0,0,5.0000001,663,,,,,,
1,71,1,0,0,3.7,663,,,,,,
0,71,2,0,0,4.6,663,,,,,,
0,71,3,1,0,2.8000001,663,,,,,,
0,71,0,0,0,5.0000001,664,,,,,,
0,71,1,0,0,3.7,664,,,,,,
1,71,2,0,0,4.1999999,664,,,,,,
0,71,3,0,0,3.7,664,,,,,,
0,71,0,0,0,5.0999999,665,,,,,,
1,71,1,1,0,3.0999999,665,,,,,,
0,71,2,0,0,5.2999999,665,,,,,,
0,71,3,0,0,3.7,665,,,,,,
0,71,0,0,0,5.2000001,666,,,,,,
0,71,1,0,0,3.7,666,,,,,,
1,71,2,1,0,3.5999998,666,,,,,,
0,71,3,0,0,3.7,666,,,,,,
0,71,0,0,0,4.4,667,,,,,,
1,71,1,0,0,3.7,667,,,,,,
0,71,2,0,0,4.3000001,667,,,,,,
0,71,3,0,0,2.8000001,667,,,,,,
0,72,0,0,0,4.6,668,,,,,,
1,72,1,0,0,2.5,668,,,,,,
0,72,2,0,0,4.8,668,,,,,,
0,72,3,0,0,3.0999999,668,,,,,,
0,72,0,0,0,5.0000001,669,,,,,,
1,72,1,0,0,2.8000001,669,,,,,,
0,72,2,0,0,4.6999998,669,,,,,,
0,72,3,0,0,2.9999999,669,,,,,,
0,72,0,0,0,4.1999999,670,,,,,,
1,72,1,0,0,3.4000002,670,,,,,,
0,72,2,0,0,4.3000001,670,,,,,,
0,72,3,0,0,3.0999999,670,,,,,,
0,72,0,1,0,4.1999999,671,,,,,,
1,72,1,0,0,3.0999999,671,,,,,,
0,72,2,0,0,4.6,671,,,,,,
0,72,3,0,0,3.0999999,671,,,,,,
0,72,0,0,0,4.4,672,,,,,,
1,72,1,0,0,2.1,672,,,,,,
0,72,2,0,0,4.5000002,672,,,,,,
0,72,3,0,0,3.4000002,672,,,,,,
0,72,0,0,0,4.6,673,,,,,,
1,72,1,0,0,2.2,673,,,,,,
0,72,2,0,0,4.1999999,673,,,,,,
0,72,3,0,0,3.3,673,,,,,,
0,73,0,0,0,4.6,674,,,,,,
1,73,1,0,0,2.8000001,674,,,,,,
0,73,2,0,0,5.2000001,674,,,,,,
0,73,3,0,0,3.5999998,674,,,,,,
0,73,0,0,0,4.6,675,,,,,,
0,73,1,0,0,2.9999999,675,,,,,,
0,73,2,0,0,4.1999999,675,,,,,,
1,73,3,0,0,2.8000001,675,,,,,,
0,73,0,0,1,3.2000002,676,,,,,,
1,73,1,0,0,2.9999999,676,,,,,,
0,73,2,0,0,3.5,676,,,,,,
0,73,3,0,0,2.8000001,676,,,,,,
0,73,0,0,0,4.1999999,677,,,,,,
1,73,1,0,0,3.4000002,677,,,,,,
0,73,2,0,0,4.3000001,677,,,,,,
0,73,3,0,0,3.0999999,677,,,,,,
0,73,0,0,0,4.1999999,678,,,,,,
